Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate
6,0.36290568,0.554512443,Referral,2.368896137,3,1
8,0.263058433,0.059051194,Referral,3.785767838,2,1
7,1.244569009,0.515232083,Paid,5.291813218,0,1
5,1.116872239,0.492501,Organic,7.590219658,2,1
6,9.215019528,0.234195342,Referral,4.484768428,2,1
6,4.592195496,0.117580075,Paid,3.375498276,4,1
7,3.235761075,0.434453176,Organic,6.064113247,1,1
6,2.187243977,0.265270212,Paid,2.857985912,2,1
3,0.549488843,0.294651196,Direct,2.919372913,1,1
3,11.51306737,0.147058395,Organic,3.00868001,6,1
1,1.410206246,0.159827469,Direct,1.326299233,0,0.782298482
5,0.339256169,0.28560576,Organic,4.696597367,2,1
3,2.042463748,0.399518844,Referral,3.899989317,3,1
9,6.214372774,0.17932622,Organic,2.661398959,1,1
8,6.548838057,0.508936338,Organic,2.056232296,3,1
4,0.033079455,0.400606067,Paid,3.087430395,1,0.978950631
2,6.522463361,0.412827901,Paid,3.134729089,1,1
3,0.950237968,0.67494359,Social,6.768647664,2,1
2,0.119256339,0.138482584,Referral,2.397866894,1,0.688961702
4,5.647487727,0.414607726,Paid,1.905847307,3,1
4,5.982363412,0.581682769,Direct,9.596402788,2,1
5,2.720737633,0.197094186,Paid,3.066190482,2,1
8,2.563003983,0.22978676,Organic,3.557578956,0,1
6,5.031870114,0.439052017,Organic,7.62724937,2,1
3,4.629680457,0.393227011,Organic,4.892272825,4,1
5,6.624702668,0.098973552,Referral,3.697820895,2,1
6,2.413895549,0.323813737,Organic,8.494369459,2,1
3,10.29315418,0.045468841,Organic,2.584486542,2,1
8,16.67657801,0.457113917,Organic,4.645258794,3,1
8,0.371743443,0.179978638,Paid,2.527273902,4,1
5,5.682248995,0.424395433,Organic,7.652541275,4,1
4,2.078375278,0.129775424,Organic,3.899837754,1,0.907258821
2,1.47094395,0.267223947,Paid,0.162224197,2,0.920847556
6,2.848552352,0.10468919,Social,2.320079986,6,1
5,0.172777883,0.129848532,Organic,7.274261675,6,1
6,2.11846091,0.121329561,Paid,0.62143938,2,1
7,6.14128482,0.148481362,Organic,2.429740119,4,1
3,0.720340881,0.454620027,Direct,0.597210957,2,0.595445752
9,1.667416118,0.23346323,Organic,0.668727802,0,1
2,8.414388175,0.286623622,Direct,1.490851817,0,1
0,1.678807513,0.228474902,Direct,4.355336486,5,1
6,1.331219326,0.055464583,Social,1.303676063,1,0.923644091
4,1.742331765,0.380569005,Organic,11.52798876,2,1
6,2.198489264,0.531260839,Paid,4.847626989,0,1
4,2.998946459,0.178112534,Organic,3.646858763,1,1
5,4.838723792,0.060373568,Social,1.063168625,2,1
2,1.804999549,0.165094418,Social,0.742665651,0,0.506747141
5,5.102701938,0.304235349,Direct,2.919532227,4,1
4,2.288911156,0.085170052,Referral,10.48324902,1,1
3,1.239647499,0.46809269,Paid,1.314910238,2,0.791080888
5,3.218402324,0.159236284,Paid,0.963395622,1,1
3,3.794591341,0.065399361,Organic,6.725761862,2,1
3,2.449668623,0.073266407,Paid,6.588457264,2,1
4,0.174842339,0.303130607,Referral,4.141750496,3,1
8,0.558565422,0.225593421,Direct,2.194438192,1,1
5,1.007667648,0.197266927,Paid,4.98031512,2,1
4,0.996472222,0.397300726,Social,0.957864633,0,1
4,3.357248363,0.345073138,Social,3.685738843,1,1
4,0.055557259,0.324531679,Paid,0.589715782,0,0.705691295
4,4.227851133,0.246449058,Organic,3.506291891,4,1
7,0.925052521,0.447420536,Referral,6.881434054,2,1
8,1.113286029,0.1402389,Paid,10.6893614,1,1
7,2.251755807,0.18231298,Organic,2.283395573,5,1
3,0.729754099,0.606814964,Organic,4.327456845,1,1
6,6.474709238,0.175748559,Direct,1.998757121,3,1
6,0.267702997,0.606744106,Organic,5.051853566,2,1
4,1.76302477,0.067290678,Referral,6.356847003,1,1
6,5.679827538,0.216059399,Social,4.999269263,1,1
9,2.870118852,0.544501818,Referral,2.070945354,3,1
6,1.037330134,0.210745877,Paid,1.471940842,2,1
4,1.638116215,0.428389534,Referral,1.682743856,0,1
6,3.679620429,0.404587801,Paid,3.501575004,1,1
7,10.86486752,0.143225202,Organic,0.876334148,0,1
4,6.708671157,0.042960852,Direct,2.245409438,2,1
3,1.257624983,0.21968507,Paid,4.916652443,2,1
4,18.9563734,0.364267266,Referral,4.051324811,2,1
5,0.010532458,0.238233781,Paid,1.241465082,3,1
3,0.084055912,0.217926522,Organic,6.437025125,4,1
5,5.209096591,0.0399059,Direct,2.907952992,2,1
3,0.667416406,0.303579615,Social,7.602310792,2,1
5,0.188082328,0.309265827,Organic,2.017986756,3,1
5,0.812074001,0.717651271,Direct,2.110078024,3,1
5,1.665901147,0.439637126,Referral,6.297714088,1,1
6,3.934298461,0.229546098,Paid,0.972428017,0,1
6,2.937176675,0.08890919,Referral,4.99103744,2,1
6,0.813935271,0.231333935,Organic,0.584795041,3,1
5,2.099128686,0.342005756,Paid,1.833863739,1,1
7,7.819763087,0.253387907,Organic,2.326844514,2,1
3,5.062324478,0.386018709,Paid,4.807228534,5,1
5,1.171093132,0.395937865,Paid,0.227176218,5,0.902268799
7,12.09657137,0.355651532,Social,5.320568409,3,1
2,3.699385188,0.200005657,Referral,2.18355994,4,1
8,0.193453506,0.363850728,Organic,8.151208132,3,1
4,0.107381201,0.457315909,Social,1.911817525,4,1
2,0.553239845,0.270866911,Paid,1.891102758,4,1
5,3.904270368,0.045726325,Referral,0.831353816,7,1
5,0.609063094,0.079738208,Organic,3.592434486,1,1
4,2.14916617,0.405458405,Social,9.977815436,2,1
6,0.293698985,0.21009253,Direct,2.678701799,3,1
8,7.610602271,0.673249728,Social,3.676773623,0,1
4,1.264603355,0.084013315,Direct,0.624590105,3,0.686504577
3,7.162209392,0.274822478,Organic,5.251746095,2,1
6,8.69449077,0.040707759,Social,2.468613054,2,1
4,0.018442514,0.122493243,Paid,2.16964159,1,0.635766499
2,1.871620094,0.391021776,Organic,1.559381049,0,1
3,0.07489532,0.48604336,Referral,1.876248348,2,0.821474784
1,7.180575794,0.143488225,Referral,4.958674508,2,1
9,2.191971153,0.420501916,Organic,5.958808885,2,1
5,0.233703049,0.447290757,Organic,0.508047259,2,0.82959073
3,0.350534386,0.123285922,Organic,1.082672114,2,0.879241664
4,1.451134784,0.264553873,Organic,3.414649987,4,1
3,8.451964706,0.640308947,Organic,1.106803014,2,1
4,3.541834956,0.214737314,Organic,1.36244456,3,1
6,6.066210419,0.189744329,Organic,1.635208725,2,1
4,1.369280539,0.3047467,Direct,4.297486206,3,1
2,0.132525642,0.083217898,Social,7.666113086,1,1
6,10.98585239,0.131467261,Organic,2.77066242,5,1
3,0.05196647,0.429830093,Direct,3.510940806,2,1
6,8.849504759,0.469400323,Referral,4.926439722,1,1
2,1.379814999,0.525014418,Paid,1.658031888,5,1
8,0.030424975,0.238696863,Paid,4.59964403,3,1
3,3.505404189,0.23290231,Paid,10.70124688,2,1
6,11.81822948,0.361720557,Organic,1.394191278,2,1
4,10.11134025,0.309246656,Organic,4.384028095,2,1
5,0.526408498,0.432939062,Paid,3.5299285,2,1
6,0.599921437,0.298685852,Paid,1.33220588,3,1
1,2.5009467,0.297354214,Social,6.189268016,1,1
5,3.042577619,0.128606296,Organic,2.000294139,1,1
7,4.03451207,0.088984618,Referral,1.189835119,2,1
6,0.599198062,0.348789968,Paid,2.122893732,2,1
6,9.583068225,0.218959125,Direct,4.680731114,0,1
7,3.054465899,0.095085623,Organic,2.090078409,3,1
4,5.632872192,0.369939547,Direct,0.303633978,0,1
3,2.330014977,0.59447252,Social,10.39256813,0,1
8,1.604724112,0.158088964,Referral,6.630967651,2,1
4,11.34073594,0.249430605,Referral,3.827702722,3,1
5,2.617692748,0.172679185,Organic,2.309530554,0,1
5,6.049368291,0.205385241,Direct,2.470715458,1,1
3,9.191544927,0.236180577,Organic,1.419464755,3,1
9,3.375065557,0.180280099,Paid,3.511426392,1,1
8,2.388455943,0.337747101,Organic,13.1017075,3,1
6,0.010551085,0.055157793,Paid,2.999242421,1,1
3,0.122527361,0.328100166,Referral,5.499781595,1,1
5,0.672624414,0.180182245,Direct,1.79433705,2,1
5,0.617415815,0.135115826,Paid,3.791222908,3,1
5,0.882142045,0.183999644,Direct,2.00950028,0,0.918515776
3,1.091248174,0.549698113,Paid,3.373469032,1,1
7,1.339168325,0.332013727,Organic,7.946062333,3,1
3,1.636963972,0.419609466,Organic,4.165342444,1,1
0,0.312305053,0.12459563,Referral,7.74144437,5,1
6,0.129856116,0.135796635,Organic,7.932359789,1,1
6,3.362062532,0.452676352,Paid,2.590288205,1,1
4,2.312254951,0.353594686,Organic,9.217724025,5,1
5,1.761739125,0.17543121,Paid,4.379389438,2,1
9,3.018974081,0.053563872,Referral,4.150223524,1,1
5,5.275195876,0.299723516,Paid,1.977556563,2,1
4,1.674238678,0.250898313,Organic,6.827932458,1,1
3,3.074297153,0.205747343,Organic,4.617831932,1,1
6,9.209572124,0.213445624,Organic,1.881230254,3,1
2,5.490711938,0.522812175,Organic,4.962936051,3,1
6,1.665381884,0.326730382,Paid,1.184025979,3,1
6,3.104520502,0.182866969,Referral,1.126836188,1,1
6,0.584655771,0.205405196,Organic,3.276582855,2,1
5,2.466504122,0.637414976,Paid,2.420250184,3,1
3,11.94223739,0.436523696,Paid,2.56502266,2,1
4,2.191395434,0.304550668,Organic,7.679903233,0,1
4,7.878234342,0.341995915,Paid,3.753003661,1,1
5,1.569377489,0.546451649,Organic,2.415192106,1,0.807179877
4,20.29051597,0.599826511,Paid,1.256012526,1,1
4,2.596935693,0.439566658,Social,4.364215257,3,1
5,0.129564983,0.235495826,Organic,5.084662936,1,1
5,2.651142449,0.260372473,Referral,5.333400328,0,1
5,0.962983237,0.649049815,Paid,2.723776333,3,1
7,0.099061647,0.408519172,Organic,0.674956946,2,1
3,5.158650846,0.092141603,Referral,7.881332997,3,1
2,0.96777158,0.459311323,Paid,1.198254921,2,0.798351528
4,4.776983692,0.251689063,Paid,2.754811376,2,1
4,1.019949025,0.400943368,Referral,5.406629208,2,1
6,0.648229572,0.114521688,Social,4.687511271,5,1
3,10.94155166,0.322771454,Direct,1.705017876,0,1
5,1.346583712,0.266277713,Referral,11.77041037,2,1
5,2.759211578,0.319642542,Social,2.701509939,2,1
5,2.82468326,0.174692955,Organic,3.851562972,2,1
5,2.466171682,0.239871776,Paid,4.027801339,2,1
3,7.384592777,0.247697358,Organic,4.754937769,0,1
10,3.36663538,0.315357438,Organic,4.844595689,3,1
5,1.551200198,0.396161573,Paid,2.250475284,1,0.963958394
4,5.949785428,0.278134049,Referral,0.102496747,0,1
4,0.599243994,0.508117442,Paid,4.24509886,3,1
7,2.357345429,0.406161969,Referral,1.008315856,1,1
3,9.020402228,0.223846466,Paid,3.474143419,1,1
6,2.945670486,0.247897109,Paid,5.012865629,4,1
2,5.094290218,0.147544979,Organic,3.808265526,1,1
4,3.180143189,0.217055477,Organic,2.404854039,4,1
4,5.485971214,0.224550397,Organic,2.870268267,2,1
4,8.673461703,0.453154378,Referral,10.87521453,2,1
8,0.956163427,0.142945443,Organic,3.320565537,1,1
5,0.557763977,0.276850163,Organic,1.012378307,2,1
8,1.984891764,0.232690971,Referral,1.419355488,0,1
5,3.630600732,0.32184011,Paid,6.43571968,1,1
7,0.773171033,0.323819472,Paid,0.850059169,7,1
8,0.012329653,0.253749422,Organic,1.956763313,4,1
3,1.259917521,0.186107184,Paid,4.600349271,2,1
4,10.40772232,0.637170994,Social,3.230278394,0,1
6,3.562010465,0.260869096,Social,3.252520683,4,1
4,1.539111422,0.657824952,Referral,7.505771372,2,1
4,0.6417194,0.339417148,Organic,0.442690359,2,0.72809745
6,1.320587423,0.20149683,Referral,4.71029678,1,1
2,0.558408429,0.215797836,Organic,9.481496265,3,1
4,0.337174933,0.105208317,Organic,2.629227638,3,1
2,7.117168285,0.367161074,Organic,2.48602448,1,1
8,18.16045185,0.046768183,Social,4.172996058,2,1
7,0.537790694,0.329165577,Referral,3.18845116,1,1
2,0.168195751,0.146456612,Referral,5.28639563,0,1
5,1.200228943,0.29849452,Referral,2.885891879,4,1
6,1.857790279,0.297902311,Organic,3.578461975,1,1
7,0.687565029,0.155292964,Paid,0.906900992,4,1
7,1.076137821,0.19845493,Referral,3.499397754,3,1
7,0.672697691,0.482317615,Referral,3.068580119,1,0.673259701
6,4.465121708,0.504348112,Social,9.330936061,3,1
5,3.740410687,0.279626004,Organic,5.779129043,1,1
5,3.023175302,0.388317071,Social,4.013596729,0,1
8,1.469237403,0.582059611,Paid,4.597228195,2,1
7,7.192037335,0.269988203,Referral,3.252713018,0,1
4,10.4732883,0.11467969,Paid,3.10018259,3,1
5,0.5721718,0.51298022,Direct,5.281506723,2,1
8,0.756993595,0.122374954,Organic,1.872851029,2,1
5,2.237309514,0.131937928,Referral,2.138449864,2,1
2,0.28705763,0.39011813,Paid,0.650606255,4,0.545714998
3,1.720489131,0.134576452,Organic,2.645881105,0,0.811921478
7,2.615323814,0.067174133,Organic,3.220668961,0,1
3,2.214895419,0.220278768,Social,4.28050596,2,1
8,1.205503743,0.110886639,Organic,1.030438066,3,1
1,2.345579834,0.424903516,Organic,3.436886404,3,1
5,9.568020554,0.342495518,Direct,5.221372647,1,1
3,0.692081213,0.560271624,Referral,1.481409148,1,0.94993339
5,3.191166495,0.34862905,Organic,7.746799378,0,1
5,0.133099476,0.274059665,Paid,2.174493291,2,1
2,0.206174308,0.660417396,Paid,13.23233754,2,1
7,2.407736076,0.248938603,Social,8.902093019,4,1
2,0.332590824,0.08077609,Referral,2.062910999,3,0.854331291
4,0.067800784,0.401971046,Social,6.455193015,0,1
5,0.564462391,0.241075599,Organic,6.719267261,2,1
4,2.496187724,0.290916967,Referral,2.559096259,2,1
4,3.645515384,0.148753123,Organic,4.180110233,1,1
5,0.678739698,0.183684199,Organic,2.238174383,5,1
4,3.310206159,0.244735387,Referral,1.339127131,0,1
4,0.604426272,0.098124012,Organic,7.968969534,0,1
5,2.851539798,0.197219986,Paid,2.979776998,3,1
7,1.592879285,0.267493859,Social,4.330395962,2,1
6,3.182211657,0.412172583,Organic,7.607891075,3,1
6,15.92677174,0.10703913,Organic,6.85944309,3,1
8,8.333019208,0.185198739,Referral,2.44678762,1,1
5,0.012872852,0.123834445,Direct,1.890609247,4,0.772729202
2,6.49993737,0.274438934,Referral,0.404793497,4,1
4,0.206413366,0.181982105,Paid,6.306514257,0,1
6,9.175798091,0.115333911,Organic,3.220545764,3,1
3,0.993128858,0.355234981,Organic,1.175106603,5,1
3,1.443969549,0.392437567,Referral,3.11010656,2,1
5,0.288337582,0.265405765,Organic,9.132775394,0,1
5,0.35727223,0.837278967,Social,9.323700648,1,1
6,3.892000874,0.322082428,Paid,0.957236746,1,0.933345432
2,8.665062115,0.121396678,Paid,1.853071683,3,1
6,2.830588805,0.379562401,Social,9.508342455,1,1
4,3.774759198,0.265678649,Social,2.30957814,0,1
3,4.30607247,0.28508782,Referral,2.369930585,2,1
4,0.91474625,0.488563882,Direct,0.641850389,2,0.81232306
2,0.138853256,0.162970953,Direct,2.928984665,0,1
6,0.005623499,0.065051363,Direct,6.650157151,2,1
8,1.295346937,0.17143415,Social,0.63538309,3,1
5,0.82909596,0.286896594,Referral,1.369057709,0,0.912763812
6,0.19303234,0.132425454,Referral,7.420902775,1,1
5,0.593627553,0.390357058,Organic,5.22632968,2,1
5,0.398876607,0.361142007,Organic,2.136764719,1,1
6,7.391022687,0.139091445,Organic,15.11562814,0,1
4,0.453400954,0.262474245,Organic,5.131584712,1,1
4,2.31428933,0.669489073,Paid,9.482551429,1,1
5,2.697607378,0.420652684,Organic,3.317982821,2,1
5,2.352430456,0.233271993,Direct,1.98824141,1,1
4,0.312937975,0.334995213,Social,2.709862453,5,1
4,1.151690776,0.176551289,Organic,0.879569273,3,1
7,0.157894144,0.198601688,Organic,6.142262985,1,1
5,1.510904191,0.802257273,Social,2.608187884,2,1
4,0.626978433,0.068404014,Social,3.942621233,3,1
3,2.474093266,0.349861956,Direct,2.251743353,2,1
9,3.540850805,0.326500254,Direct,3.866064636,3,1
6,2.278629382,0.307208102,Direct,0.565035293,3,1
6,1.70873844,0.301468501,Paid,4.281419173,3,1
4,1.469803223,0.540633083,Organic,1.387694051,2,0.829870487
7,5.529633935,0.212494942,Social,2.513552505,1,1
6,0.742954543,0.335191785,Organic,2.223829331,2,1
6,3.975240398,0.015749648,Social,4.135313164,0,1
2,4.250042051,0.141649006,Paid,0.846277006,2,1
6,1.630046484,0.302186941,Social,2.204824031,2,1
4,1.058478221,0.124643593,Organic,7.486810212,1,1
7,1.907701399,0.350442089,Paid,1.159194907,2,1
8,0.293546153,0.357799994,Paid,0.760446461,2,1
6,0.141054806,0.340355542,Direct,1.88778593,2,1
3,0.355010365,0.242236038,Organic,1.629048659,4,1
4,0.621607727,0.227468283,Direct,10.70188101,2,1
5,2.104607725,0.055135268,Social,5.552082709,3,1
3,5.674142181,0.293834158,Referral,0.706960271,1,1
5,0.806158343,0.367243392,Social,2.718768739,3,1
8,8.20759078,0.300506093,Referral,3.898192482,1,1
8,9.297145237,0.338642694,Organic,2.609908538,2,1
5,9.575577611,0.057250197,Organic,0.311181881,0,1
5,5.452390234,0.41965355,Social,4.547310043,2,1
8,1.356844981,0.16102056,Referral,1.119087296,2,1
5,0.226382373,0.21739406,Organic,0.477716969,0,0.964732246
4,2.523680104,0.50423086,Referral,0.561243423,2,1
3,2.453964945,0.321009301,Paid,2.418289637,0,0.913663595
7,5.690875336,0.608011778,Organic,3.52496899,2,1
4,16.55767846,0.20701756,Paid,0.542662289,5,1
4,2.128789027,0.295688418,Organic,2.387569745,1,1
5,1.270294769,0.316809094,Organic,1.477053291,2,0.810643694
3,0.617022518,0.22200468,Paid,5.813268149,3,1
5,0.014434143,0.100999896,Paid,1.951613603,2,0.809897714
4,2.134628193,0.161462748,Organic,6.107592918,1,1
6,2.432541659,0.068501334,Paid,4.301921279,1,1
5,5.227853469,0.178419988,Organic,1.308718174,1,1
5,2.107029813,0.179698878,Organic,2.897928437,0,1
2,7.447588983,0.36170222,Organic,2.342613179,3,1
5,2.967257548,0.661555873,Organic,6.364394922,0,1
3,5.504055492,0.335286894,Organic,4.676892312,1,1
3,0.481568891,0.111833377,Social,3.258887872,0,1
5,5.800027103,0.510026391,Paid,2.93399408,2,1
4,3.373118471,0.311839631,Organic,2.66244256,2,1
3,0.559831139,0.047635299,Organic,2.504670041,1,1
4,0.631287511,0.835646341,Organic,4.169422852,2,1
2,7.831434886,0.328178248,Social,14.31739623,1,1
6,0.098237089,0.35085397,Organic,4.005218876,4,1
7,1.862674596,0.119451854,Organic,3.304762886,1,1
3,1.12833918,0.312139405,Paid,4.348363048,1,1
5,3.281567814,0.402376644,Paid,0.48407649,3,1
4,5.490803444,0.374759785,Organic,2.553475185,3,1
6,1.340634276,0.156211989,Referral,6.853153621,4,1
6,1.670096099,0.262044123,Organic,1.866165169,2,1
2,12.03847918,0.391937345,Organic,5.929602842,1,1
2,4.59627125,0.269100705,Referral,3.225950979,2,1
5,6.825030333,0.312257702,Referral,3.289001604,4,1
2,1.732831842,0.064204525,Referral,1.163764784,0,0.776896219
7,0.800017792,0.103470026,Organic,3.494912156,1,1
4,1.592388469,0.268906319,Paid,2.968230717,1,1
5,3.777314243,0.092792446,Organic,1.946997505,2,0.939656775
7,0.347682079,0.45825385,Referral,8.755762238,2,1
5,0.946060686,0.16629287,Paid,10.12761527,4,1
7,0.143275176,0.197911238,Organic,1.479002586,2,1
1,1.698738789,0.284713986,Referral,1.870749495,1,1
3,5.271130554,0.206891944,Referral,7.049401948,1,1
4,0.074918797,0.168900055,Organic,1.917938762,2,0.691845923
9,3.374778179,0.466055489,Social,4.124200192,1,1
4,8.086699694,0.346316452,Social,2.403570357,5,1
5,0.811208119,0.571460517,Organic,2.855294839,2,0.917607751
6,3.548932673,0.747843314,Direct,1.899478667,2,1
6,11.07889148,0.324060701,Paid,5.148339257,1,1
3,9.832540185,0.423648758,Referral,12.91064307,3,1
3,0.803360674,0.239530066,Social,3.268841044,1,1
5,0.317185261,0.377297019,Paid,4.051340115,2,0.858743633
7,0.481501273,0.443087152,Organic,3.550982153,0,0.754410753
6,3.632344478,0.154717118,Direct,0.54818312,0,1
6,3.881242629,0.147564156,Organic,2.216215706,4,1
4,3.364751431,0.082389091,Organic,1.435476746,0,1
7,1.228773571,0.295047782,Organic,5.228405558,0,1
4,0.558182601,0.183374857,Social,1.772575521,1,1
8,2.607943006,0.420645197,Direct,6.731328389,2,1
5,1.983088242,0.683515867,Organic,1.241532296,3,0.614752609
5,3.915073926,0.273651291,Social,5.786985519,1,1
4,1.746750484,0.058656546,Organic,1.209192087,2,1
5,1.240369489,0.452184212,Direct,3.969853287,4,1
2,1.042205265,0.244598051,Paid,1.690752647,2,0.817898198
3,0.712755697,0.197055793,Organic,1.792477551,1,1
7,0.926702321,0.176214393,Organic,11.73366226,1,1
5,0.298898977,0.070533628,Organic,1.509452968,1,1
6,1.277877603,0.450930794,Organic,3.288657566,2,1
7,0.111765752,0.558490025,Social,6.284192002,2,1
2,0.618910362,0.344392302,Organic,0.612689575,1,0.910942166
7,4.120376604,0.359097568,Direct,4.481664644,0,1
5,1.181212883,0.067709288,Referral,10.04452973,2,1
5,3.310003415,0.095129281,Referral,1.326423896,2,1
7,3.785697575,0.378185433,Organic,2.534594122,2,1
6,2.610980407,0.099563689,Social,2.214089108,2,1
5,9.560514276,0.43236043,Referral,6.540693358,2,1
0,0.065019118,0.505158035,Social,2.817861373,1,0.924239965
7,4.025714747,0.490202043,Direct,6.301324712,1,1
5,9.566978697,0.23078334,Organic,9.312487542,3,1
5,5.947417765,0.472242245,Organic,9.936690386,1,1
6,0.551381611,0.515677686,Social,10.57907056,2,1
8,1.187228943,0.230143492,Social,1.766376396,2,1
4,0.567863922,0.095398127,Paid,8.782301276,2,1
6,2.758701008,0.47213032,Organic,5.35717259,5,1
4,3.736343181,0.186563321,Referral,4.904714282,0,1
1,1.144105299,0.227060424,Organic,3.729052233,2,1
3,2.326370097,0.43698338,Organic,3.631839261,4,1
4,3.522470941,0.486673998,Paid,3.026816281,1,1
5,1.641119629,0.158334669,Organic,2.733947022,2,1
4,5.772765108,0.448395947,Paid,2.824302909,1,1
5,4.429312883,0.402563596,Direct,1.234200065,1,1
2,0.20055332,0.278151383,Social,7.022030425,1,1
2,2.911649199,0.195602574,Direct,0.963559676,0,1
5,0.804915278,0.238171971,Social,10.92763109,0,1
5,2.446068274,0.348012979,Organic,0.76784038,2,1
5,9.431892496,0.17655112,Social,1.934807412,0,1
6,6.337431897,0.430379853,Direct,4.515793753,2,1
4,1.555144307,0.57833758,Direct,2.93472721,1,1
9,1.03387434,0.085898303,Referral,4.813367891,0,1
7,0.801308826,0.136124741,Organic,2.303741676,6,1
2,2.281163213,0.204975956,Organic,2.346601285,0,1
3,0.363956367,0.138219809,Organic,2.433803069,2,1
4,2.390693699,0.332192092,Direct,4.588821762,2,1
6,0.004003589,0.343951072,Paid,3.686212337,2,0.996212267
7,1.174019364,0.240964295,Social,3.880186137,1,1
4,0.745131449,0.181135335,Paid,15.10229463,2,1
5,10.6440976,0.227152274,Referral,0.522096592,1,1
5,3.897514486,0.153853622,Organic,2.439181853,2,0.760936201
3,1.290749392,0.67739512,Organic,1.113399547,2,0.995001474
3,0.292326137,0.241810402,Paid,3.659212315,3,1
7,2.181977589,0.316591502,Referral,5.524352505,1,1
3,0.720288876,0.58390051,Organic,1.711738111,2,0.78694414
8,2.306390703,0.112443484,Social,0.360481586,1,1
8,5.412024918,0.167925577,Organic,5.39305339,2,1
5,2.86971793,0.100725548,Social,1.330639294,3,1
5,3.013632072,0.451785329,Organic,1.765709674,3,1
3,2.336313181,0.324227987,Referral,1.681716632,0,0.956887611
3,7.862823833,0.055544611,Organic,2.182729277,5,1
6,8.060452456,0.395741965,Social,2.72536132,4,1
5,2.156768825,0.148014161,Paid,2.985395295,0,0.837490254
4,1.094810455,0.44894299,Referral,1.497354759,2,0.99000403
6,1.846264883,0.343812559,Direct,1.898146624,3,1
3,0.619441631,0.28964225,Organic,0.562234198,1,0.655658909
12,3.034643341,0.421692837,Organic,4.644506566,5,1
1,2.079995608,0.24909422,Social,4.534433228,3,1
6,0.327103362,0.043808841,Referral,1.230934324,1,0.940200379
1,0.660622776,0.365672082,Organic,6.359250967,1,1
6,1.959656824,0.040705753,Paid,2.274324332,2,1
1,6.556780197,0.503357737,Organic,1.70333842,4,1
4,2.506834285,0.167771109,Organic,0.859242995,2,1
3,3.432728102,0.296787514,Paid,1.019603097,1,0.819756125
3,1.242133895,0.416302695,Social,1.671462391,2,1
5,2.541773335,0.225150048,Paid,7.29962766,3,1
5,1.779253061,0.012382384,Paid,1.668511626,1,1
5,3.228761549,0.208967482,Social,4.847360579,2,1
9,0.155698011,0.133286961,Organic,3.815694545,5,1
3,2.03950978,0.287699397,Referral,6.428263833,0,1
3,1.052899342,0.2262997,Social,0.203324897,2,0.896291195
6,1.184399332,0.194686587,Organic,1.151136562,0,1
6,9.726236194,0.234235823,Organic,4.680635891,0,1
3,0.605228123,0.35809214,Direct,6.360849381,0,1
7,1.118610077,0.282092575,Direct,7.1254918,2,1
4,2.139392036,0.191027522,Organic,2.424129648,1,0.912393477
1,5.963913223,0.554017501,Organic,1.722790675,3,1
7,1.617007073,0.12090911,Organic,8.531933773,2,1
7,4.086155179,0.739011976,Organic,2.858066016,2,1
2,5.821629792,0.20682367,Paid,0.882820176,2,1
5,1.113262157,0.561995917,Referral,3.560070817,5,1
6,1.49644504,0.293022963,Social,2.447807476,4,1
9,1.322761882,0.065585197,Organic,1.678432497,4,1
3,5.366695253,0.452605812,Social,2.888433112,1,1
4,0.136080774,0.205132421,Organic,2.46213375,0,1
10,1.106334055,0.661316684,Organic,0.84672808,2,1
4,3.412763195,0.552452183,Paid,3.388930482,7,1
4,2.500287922,0.303763975,Organic,1.381290583,1,0.992346003
4,1.719642623,0.093807305,Organic,2.712644298,1,1
7,2.329248739,0.271110181,Social,9.283642653,2,1
8,0.660386497,0.100182511,Organic,7.425619511,1,1
6,1.69013082,0.286297489,Referral,9.479162631,1,1
6,2.089676887,0.642082021,Organic,6.617410058,0,1
3,6.943642736,0.126757439,Organic,1.724489138,1,1
5,0.906702986,0.169856564,Paid,14.68715848,0,1
6,6.070964921,0.526018052,Social,1.124477642,2,1
2,3.100508611,0.254250988,Paid,6.413697236,6,1
8,0.061651664,0.256233422,Referral,1.023664456,1,1
5,3.868933458,0.237995449,Direct,1.599033104,7,1
4,0.108597705,0.162324766,Social,5.620035222,1,1
4,17.83503341,0.29845907,Organic,3.479428989,2,1
2,6.182134649,0.179201513,Referral,1.4273275,1,1
5,1.058662437,0.078620093,Paid,3.268851623,4,1
5,0.89283858,0.347935133,Referral,3.433190142,3,1
4,1.441088497,0.325544988,Paid,3.277969559,2,0.895230008
2,1.320947548,0.284498351,Organic,8.601250181,1,1
4,1.397259554,0.255696861,Paid,1.247634917,3,1
4,1.149393589,0.26633943,Paid,2.364237871,3,1
1,2.911713398,0.47422933,Paid,0.46076842,2,0.850498264
8,0.538326309,0.065283961,Social,3.304261866,2,1
4,5.612043619,0.071460783,Social,5.586321743,3,1
10,5.020369451,0.662333806,Paid,6.476396367,4,1
6,1.941558518,0.70560553,Paid,0.871285264,3,1
3,5.746462219,0.302565311,Paid,3.868053564,3,1
6,0.851648177,0.488509179,Paid,7.265225481,4,1
4,0.053164677,0.198376404,Direct,1.703300332,3,0.862757235
3,2.896505363,0.53073831,Referral,17.41481753,2,1
2,1.836966437,0.107628586,Organic,4.487307678,2,1
3,2.512192913,0.287686834,Paid,0.230616508,3,0.961083374
